start_station,end_station,count,start_lat,start_lon,end_lat,end_lon
Civic Center BART (7th at Market),Yerba Buena Center of the Arts (3rd @ Howard),45,37.781039,-122.411748,37.784878,-122.401014
Cyril Magnin St at Ellis St,Yerba Buena Center of the Arts (3rd @ Howard),2,37.785908,-122.408891,37.784878,-122.401014
Powell at Post (Union Square),Yerba Buena Center of the Arts (3rd @ Howard),76,37.788446,-122.408499,37.784878,-122.401014
Powell Street BART,Yerba Buena Center of the Arts (3rd @ Howard),38,37.783871,-122.408433,37.784878,-122.401014
Grant Avenue at Columbus Avenue,Yerba Buena Center of the Arts (3rd @ Howard),87,37.7979,-122.405942,37.784878,-122.401014
5th at Howard,Yerba Buena Center of the Arts (3rd @ Howard),44,37.781752,-122.405127,37.784878,-122.401014
Market at 4th,Yerba Buena Center of the Arts (3rd @ Howard),65,37.786305,-122.404966,37.784878,-122.401014
Washington at Kearny,Yerba Buena Center of the Arts (3rd @ Howard),21,37.795425,-122.404767,37.784878,-122.401014
Post at Kearny,Yerba Buena Center of the Arts (3rd @ Howard),57,37.788975,-122.403452,37.784878,-122.401014
Embarcadero at Sansome,Yerba Buena Center of the Arts (3rd @ Howard),93,37.80477,-122.403234,37.784878,-122.401014
5th St at Folsom St,Yerba Buena Center of the Arts (3rd @ Howard),2,37.780148,-122.403158,37.784878,-122.401014
Commercial at Montgomery,Yerba Buena Center of the Arts (3rd @ Howard),281,37.794231,-122.402923,37.784878,-122.401014
Townsend at 7th,Yerba Buena Center of the Arts (3rd @ Howard),208,37.771058,-122.402717,37.784878,-122.401014
Yerba Buena Center of the Arts (3rd @ Howard),Yerba Buena Center of the Arts (3rd @ Howard),118,37.784878,-122.401014,37.784878,-122.401014
Broadway St at Battery St,Yerba Buena Center of the Arts (3rd @ Howard),35,37.798541,-122.400862,37.784878,-122.401014
Market at Sansome,Yerba Buena Center of the Arts (3rd @ Howard),169,37.789625,-122.400811,37.784878,-122.401014
Clay at Battery,Yerba Buena Center of the Arts (3rd @ Howard),41,37.795001,-122.39997,37.784878,-122.401014
Mechanics Plaza (Market at Battery),Yerba Buena Center of the Arts (3rd @ Howard),55,37.7913,-122.399051,37.784878,-122.401014
Embarcadero at Vallejo,Yerba Buena Center of the Arts (3rd @ Howard),35,37.799953,-122.398525,37.784878,-122.401014
Davis at Jackson,Yerba Buena Center of the Arts (3rd @ Howard),13,37.79728,-122.398436,37.784878,-122.401014
Howard at 2nd,Yerba Buena Center of the Arts (3rd @ Howard),68,37.786978,-122.398108,37.784878,-122.401014
Beale at Market,Yerba Buena Center of the Arts (3rd @ Howard),81,37.792251,-122.397086,37.784878,-122.401014
2nd at Folsom,Yerba Buena Center of the Arts (3rd @ Howard),115,37.785299,-122.396236,37.784878,-122.401014
San Francisco Caltrain 2 (330 Townsend),Yerba Buena Center of the Arts (3rd @ Howard),438,37.7766,-122.39547,37.784878,-122.401014
San Francisco Caltrain (Townsend at 4th),Yerba Buena Center of the Arts (3rd @ Howard),440,37.776617,-122.39526,37.784878,-122.401014
Temporary Transbay Terminal (Howard at Beale),Yerba Buena Center of the Arts (3rd @ Howard),206,37.789756,-122.394643,37.784878,-122.401014
Steuart at Market,Yerba Buena Center of the Arts (3rd @ Howard),124,37.794139,-122.394434,37.784878,-122.401014
Harry Bridges Plaza (Ferry Building),Yerba Buena Center of the Arts (3rd @ Howard),133,37.795392,-122.394203,37.784878,-122.401014
2nd at South Park,Yerba Buena Center of the Arts (3rd @ Howard),107,37.782259,-122.392738,37.784878,-122.401014
Embarcadero at Folsom,Yerba Buena Center of the Arts (3rd @ Howard),88,37.791464,-122.391034,37.784878,-122.401014
Spear at Folsom,Yerba Buena Center of the Arts (3rd @ Howard),82,37.790302,-122.390637,37.784878,-122.401014
2nd at Townsend,Yerba Buena Center of the Arts (3rd @ Howard),141,37.780526,-122.390288,37.784878,-122.401014
Embarcadero at Bryant,Yerba Buena Center of the Arts (3rd @ Howard),60,37.787152,-122.388013,37.784878,-122.401014
South Van Ness at Market,Broadway St at Battery St,83,37.774814,-122.418954,37.798541,-122.400862
Golden Gate at Polk,Broadway St at Battery St,100,37.781332,-122.418603,37.798541,-122.400862
San Francisco City Hall,Broadway St at Battery St,8,37.77865,-122.418235,37.798541,-122.400862
Market at 10th,Broadway St at Battery St,30,37.776619,-122.417385,37.798541,-122.400862
Civic Center BART (7th at Market),Broadway St at Battery St,19,37.781039,-122.411748,37.798541,-122.400862
Powell at Post (Union Square),Broadway St at Battery St,62,37.788446,-122.408499,37.798541,-122.400862
Powell Street BART,Broadway St at Battery St,23,37.783871,-122.408433,37.798541,-122.400862
Grant Avenue at Columbus Avenue,Broadway St at Battery St,65,37.7979,-122.405942,37.798541,-122.400862
5th at Howard,Broadway St at Battery St,13,37.781752,-122.405127,37.798541,-122.400862
Market at 4th,Broadway St at Battery St,82,37.786305,-122.404966,37.798541,-122.400862
Washington at Kearny,Broadway St at Battery St,29,37.795425,-122.404767,37.798541,-122.400862
Post at Kearny,Broadway St at Battery St,43,37.788975,-122.403452,37.798541,-122.400862
Embarcadero at Sansome,Broadway St at Battery St,178,37.80477,-122.403234,37.798541,-122.400862
5th St at Folsom St,Broadway St at Battery St,1,37.780148,-122.403158,37.798541,-122.400862
Commercial at Montgomery,Broadway St at Battery St,90,37.794231,-122.402923,37.798541,-122.400862
Townsend at 7th,Broadway St at Battery St,16,37.771058,-122.402717,37.798541,-122.400862
Yerba Buena Center of the Arts (3rd @ Howard),Broadway St at Battery St,21,37.784878,-122.401014,37.798541,-122.400862
Broadway St at Battery St,Broadway St at Battery St,76,37.798541,-122.400862,37.798541,-122.400862
Market at Sansome,Broadway St at Battery St,252,37.789625,-122.400811,37.798541,-122.400862
Clay at Battery,Broadway St at Battery St,68,37.795001,-122.39997,37.798541,-122.400862
Mechanics Plaza (Market at Battery),Broadway St at Battery St,153,37.7913,-122.399051,37.798541,-122.400862
Embarcadero at Vallejo,Broadway St at Battery St,26,37.799953,-122.398525,37.798541,-122.400862
Davis at Jackson,Broadway St at Battery St,111,37.79728,-122.398436,37.798541,-122.400862
Howard at 2nd,Broadway St at Battery St,24,37.786978,-122.398108,37.798541,-122.400862
Beale at Market,Broadway St at Battery St,600,37.792251,-122.397086,37.798541,-122.400862
2nd at Folsom,Broadway St at Battery St,44,37.785299,-122.396236,37.798541,-122.400862
San Francisco Caltrain 2 (330 Townsend),Broadway St at Battery St,406,37.7766,-122.39547,37.798541,-122.400862
San Francisco Caltrain (Townsend at 4th),Broadway St at Battery St,517,37.776617,-122.39526,37.798541,-122.400862
Temporary Transbay Terminal (Howard at Beale),Broadway St at Battery St,482,37.789756,-122.394643,37.798541,-122.400862
Steuart at Market,Broadway St at Battery St,432,37.794139,-122.394434,37.798541,-122.400862
Harry Bridges Plaza (Ferry Building),Broadway St at Battery St,192,37.795392,-122.394203,37.798541,-122.400862
2nd at South Park,Broadway St at Battery St,31,37.782259,-122.392738,37.798541,-122.400862
Embarcadero at Folsom,Broadway St at Battery St,73,37.791464,-122.391034,37.798541,-122.400862
Spear at Folsom,Broadway St at Battery St,77,37.790302,-122.390637,37.798541,-122.400862
2nd at Townsend,Broadway St at Battery St,183,37.780526,-122.390288,37.798541,-122.400862
Embarcadero at Bryant,Broadway St at Battery St,126,37.787152,-122.388013,37.798541,-122.400862
Golden Gate at Polk,Market at Sansome,173,37.781332,-122.418603,37.789625,-122.400811
San Francisco City Hall,Market at Sansome,144,37.77865,-122.418235,37.789625,-122.400811
Market at 10th,Market at Sansome,508,37.776619,-122.417385,37.789625,-122.400811
Civic Center BART (7th at Market),Market at Sansome,203,37.781039,-122.411748,37.789625,-122.400811
Powell at Post (Union Square),Market at Sansome,141,37.788446,-122.408499,37.789625,-122.400811
Powell Street BART,Market at Sansome,175,37.783871,-122.408433,37.789625,-122.400811
Grant Avenue at Columbus Avenue,Market at Sansome,821,37.7979,-122.405942,37.789625,-122.400811
5th at Howard,Market at Sansome,97,37.781752,-122.405127,37.789625,-122.400811
Market at 4th,Market at Sansome,209,37.786305,-122.404966,37.789625,-122.400811
Washington at Kearny,Market at Sansome,192,37.795425,-122.404767,37.789625,-122.400811
Post at Kearny,Market at Sansome,31,37.788975,-122.403452,37.789625,-122.400811
Embarcadero at Sansome,Market at Sansome,403,37.80477,-122.403234,37.789625,-122.400811
5th St at Folsom St,Market at Sansome,1,37.780148,-122.403158,37.789625,-122.400811
Commercial at Montgomery,Market at Sansome,352,37.794231,-122.402923,37.789625,-122.400811
Townsend at 7th,Market at Sansome,154,37.771058,-122.402717,37.789625,-122.400811
Yerba Buena Center of the Arts (3rd @ Howard),Market at Sansome,72,37.784878,-122.401014,37.789625,-122.400811
Broadway St at Battery St,Market at Sansome,287,37.798541,-122.400862,37.789625,-122.400811
Market at Sansome,Market at Sansome,126,37.789625,-122.400811,37.789625,-122.400811
Clay at Battery,Market at Sansome,97,37.795001,-122.39997,37.789625,-122.400811
Mechanics Plaza (Market at Battery),Market at Sansome,56,37.7913,-122.399051,37.789625,-122.400811
Embarcadero at Vallejo,Market at Sansome,56,37.799953,-122.398525,37.789625,-122.400811
Davis at Jackson,Market at Sansome,247,37.79728,-122.398436,37.789625,-122.400811
Howard at 2nd,Market at Sansome,345,37.786978,-122.398108,37.789625,-122.400811
Beale at Market,Market at Sansome,118,37.792251,-122.397086,37.789625,-122.400811
2nd at Folsom,Market at Sansome,1132,37.785299,-122.396236,37.789625,-122.400811
San Francisco Caltrain 2 (330 Townsend),Market at Sansome,1003,37.7766,-122.39547,37.789625,-122.400811
San Francisco Caltrain (Townsend at 4th),Market at Sansome,1203,37.776617,-122.39526,37.789625,-122.400811
Temporary Transbay Terminal (Howard at Beale),Market at Sansome,227,37.789756,-122.394643,37.789625,-122.400811
Steuart at Market,Market at Sansome,124,37.794139,-122.394434,37.789625,-122.400811
Harry Bridges Plaza (Ferry Building),Market at Sansome,456,37.795392,-122.394203,37.789625,-122.400811
2nd at South Park,Market at Sansome,1710,37.782259,-122.392738,37.789625,-122.400811
Embarcadero at Folsom,Market at Sansome,237,37.791464,-122.391034,37.789625,-122.400811
Spear at Folsom,Market at Sansome,122,37.790302,-122.390637,37.789625,-122.400811
2nd at Townsend,Market at Sansome,1337,37.780526,-122.390288,37.789625,-122.400811
Embarcadero at Bryant,Market at Sansome,59,37.787152,-122.388013,37.789625,-122.400811
South Van Ness at Market,Clay at Battery,21,37.774814,-122.418954,37.795001,-122.39997
Golden Gate at Polk,Clay at Battery,27,37.781332,-122.418603,37.795001,-122.39997
San Francisco City Hall,Clay at Battery,25,37.77865,-122.418235,37.795001,-122.39997
Market at 10th,Clay at Battery,26,37.776619,-122.417385,37.795001,-122.39997
Civic Center BART (7th at Market),Clay at Battery,43,37.781039,-122.411748,37.795001,-122.39997
Cyril Magnin St at Ellis St,Clay at Battery,1,37.785908,-122.408891,37.795001,-122.39997
Powell at Post (Union Square),Clay at Battery,63,37.788446,-122.408499,37.795001,-122.39997
Powell Street BART,Clay at Battery,68,37.783871,-122.408433,37.795001,-122.39997
Grant Avenue at Columbus Avenue,Clay at Battery,349,37.7979,-122.405942,37.795001,-122.39997
5th at Howard,Clay at Battery,35,37.781752,-122.405127,37.795001,-122.39997
Market at 4th,Clay at Battery,84,37.786305,-122.404966,37.795001,-122.39997
Washington at Kearny,Clay at Battery,33,37.795425,-122.404767,37.795001,-122.39997
Post at Kearny,Clay at Battery,62,37.788975,-122.403452,37.795001,-122.39997
Embarcadero at Sansome,Clay at Battery,424,37.80477,-122.403234,37.795001,-122.39997
Commercial at Montgomery,Clay at Battery,30,37.794231,-122.402923,37.795001,-122.39997
Townsend at 7th,Clay at Battery,24,37.771058,-122.402717,37.795001,-122.39997
Yerba Buena Center of the Arts (3rd @ Howard),Clay at Battery,38,37.784878,-122.401014,37.795001,-122.39997
Broadway St at Battery St,Clay at Battery,155,37.798541,-122.400862,37.795001,-122.39997
Market at Sansome,Clay at Battery,129,37.789625,-122.400811,37.795001,-122.39997
Clay at Battery,Clay at Battery,130,37.795001,-122.39997,37.795001,-122.39997
Mechanics Plaza (Market at Battery),Clay at Battery,31,37.7913,-122.399051,37.795001,-122.39997
Embarcadero at Vallejo,Clay at Battery,44,37.799953,-122.398525,37.795001,-122.39997
Davis at Jackson,Clay at Battery,38,37.79728,-122.398436,37.795001,-122.39997
Howard at 2nd,Clay at Battery,44,37.786978,-122.398108,37.795001,-122.39997
Beale at Market,Clay at Battery,46,37.792251,-122.397086,37.795001,-122.39997
2nd at Folsom,Clay at Battery,55,37.785299,-122.396236,37.795001,-122.39997
San Francisco Caltrain 2 (330 Townsend),Clay at Battery,369,37.7766,-122.39547,37.795001,-122.39997
San Francisco Caltrain (Townsend at 4th),Clay at Battery,611,37.776617,-122.39526,37.795001,-122.39997
Temporary Transbay Terminal (Howard at Beale),Clay at Battery,405,37.789756,-122.394643,37.795001,-122.39997
Steuart at Market,Clay at Battery,203,37.794139,-122.394434,37.795001,-122.39997
Harry Bridges Plaza (Ferry Building),Clay at Battery,120,37.795392,-122.394203,37.795001,-122.39997
2nd at South Park,Clay at Battery,71,37.782259,-122.392738,37.795001,-122.39997
Embarcadero at Folsom,Clay at Battery,36,37.791464,-122.391034,37.795001,-122.39997
Spear at Folsom,Clay at Battery,79,37.790302,-122.390637,37.795001,-122.39997
2nd at Townsend,Clay at Battery,195,37.780526,-122.390288,37.795001,-122.39997
Embarcadero at Bryant,Clay at Battery,146,37.787152,-122.388013,37.795001,-122.39997
South Van Ness at Market,Mechanics Plaza (Market at Battery),127,37.774814,-122.418954,37.7913,-122.399051
Golden Gate at Polk,Mechanics Plaza (Market at Battery),69,37.781332,-122.418603,37.7913,-122.399051
San Francisco City Hall,Mechanics Plaza (Market at Battery),85,37.77865,-122.418235,37.7913,-122.399051
Market at 10th,Mechanics Plaza (Market at Battery),168,37.776619,-122.417385,37.7913,-122.399051
Civic Center BART (7th at Market),Mechanics Plaza (Market at Battery),148,37.781039,-122.411748,37.7913,-122.399051
Powell at Post (Union Square),Mechanics Plaza (Market at Battery),112,37.788446,-122.408499,37.7913,-122.399051
Powell Street BART,Mechanics Plaza (Market at Battery),111,37.783871,-122.408433,37.7913,-122.399051
Grant Avenue at Columbus Avenue,Mechanics Plaza (Market at Battery),165,37.7979,-122.405942,37.7913,-122.399051
5th at Howard,Mechanics Plaza (Market at Battery),75,37.781752,-122.405127,37.7913,-122.399051
Market at 4th,Mechanics Plaza (Market at Battery),128,37.786305,-122.404966,37.7913,-122.399051
Washington at Kearny,Mechanics Plaza (Market at Battery),134,37.795425,-122.404767,37.7913,-122.399051
Post at Kearny,Mechanics Plaza (Market at Battery),89,37.788975,-122.403452,37.7913,-122.399051
Embarcadero at Sansome,Mechanics Plaza (Market at Battery),397,37.80477,-122.403234,37.7913,-122.399051
5th St at Folsom St,Mechanics Plaza (Market at Battery),8,37.780148,-122.403158,37.7913,-122.399051
Commercial at Montgomery,Mechanics Plaza (Market at Battery),239,37.794231,-122.402923,37.7913,-122.399051
Townsend at 7th,Mechanics Plaza (Market at Battery),24,37.771058,-122.402717,37.7913,-122.399051
Yerba Buena Center of the Arts (3rd @ Howard),Mechanics Plaza (Market at Battery),32,37.784878,-122.401014,37.7913,-122.399051
Broadway St at Battery St,Mechanics Plaza (Market at Battery),331,37.798541,-122.400862,37.7913,-122.399051
Market at Sansome,Mechanics Plaza (Market at Battery),58,37.789625,-122.400811,37.7913,-122.399051
Clay at Battery,Mechanics Plaza (Market at Battery),73,37.795001,-122.39997,37.7913,-122.399051
Mechanics Plaza (Market at Battery),Mechanics Plaza (Market at Battery),111,37.7913,-122.399051,37.7913,-122.399051
Embarcadero at Vallejo,Mechanics Plaza (Market at Battery),51,37.799953,-122.398525,37.7913,-122.399051
Davis at Jackson,Mechanics Plaza (Market at Battery),107,37.79728,-122.398436,37.7913,-122.399051
Howard at 2nd,Mechanics Plaza (Market at Battery),59,37.786978,-122.398108,37.7913,-122.399051
Beale at Market,Mechanics Plaza (Market at Battery),41,37.792251,-122.397086,37.7913,-122.399051
2nd at Folsom,Mechanics Plaza (Market at Battery),66,37.785299,-122.396236,37.7913,-122.399051
San Francisco Caltrain 2 (330 Townsend),Mechanics Plaza (Market at Battery),349,37.7766,-122.39547,37.7913,-122.399051
San Francisco Caltrain (Townsend at 4th),Mechanics Plaza (Market at Battery),418,37.776617,-122.39526,37.7913,-122.399051
Temporary Transbay Terminal (Howard at Beale),Mechanics Plaza (Market at Battery),379,37.789756,-122.394643,37.7913,-122.399051
Steuart at Market,Mechanics Plaza (Market at Battery),223,37.794139,-122.394434,37.7913,-122.399051
Harry Bridges Plaza (Ferry Building),Mechanics Plaza (Market at Battery),266,37.795392,-122.394203,37.7913,-122.399051
2nd at South Park,Mechanics Plaza (Market at Battery),79,37.782259,-122.392738,37.7913,-122.399051
Embarcadero at Folsom,Mechanics Plaza (Market at Battery),127,37.791464,-122.391034,37.7913,-122.399051
Spear at Folsom,Mechanics Plaza (Market at Battery),218,37.790302,-122.390637,37.7913,-122.399051
2nd at Townsend,Mechanics Plaza (Market at Battery),243,37.780526,-122.390288,37.7913,-122.399051
Embarcadero at Bryant,Mechanics Plaza (Market at Battery),387,37.787152,-122.388013,37.7913,-122.399051
South Van Ness at Market,Embarcadero at Vallejo,12,37.774814,-122.418954,37.799953,-122.398525
Golden Gate at Polk,Embarcadero at Vallejo,9,37.781332,-122.418603,37.799953,-122.398525
San Francisco City Hall,Embarcadero at Vallejo,14,37.77865,-122.418235,37.799953,-122.398525
Market at 10th,Embarcadero at Vallejo,19,37.776619,-122.417385,37.799953,-122.398525
Civic Center BART (7th at Market),Embarcadero at Vallejo,35,37.781039,-122.411748,37.799953,-122.398525
Cyril Magnin St at Ellis St,Embarcadero at Vallejo,3,37.785908,-122.408891,37.799953,-122.398525
Powell at Post (Union Square),Embarcadero at Vallejo,45,37.788446,-122.408499,37.799953,-122.398525
Powell Street BART,Embarcadero at Vallejo,56,37.783871,-122.408433,37.799953,-122.398525
Grant Avenue at Columbus Avenue,Embarcadero at Vallejo,28,37.7979,-122.405942,37.799953,-122.398525
5th at Howard,Embarcadero at Vallejo,26,37.781752,-122.405127,37.799953,-122.398525
Market at 4th,Embarcadero at Vallejo,74,37.786305,-122.404966,37.799953,-122.398525
Washington at Kearny,Embarcadero at Vallejo,34,37.795425,-122.404767,37.799953,-122.398525
Post at Kearny,Embarcadero at Vallejo,36,37.788975,-122.403452,37.799953,-122.398525
Embarcadero at Sansome,Embarcadero at Vallejo,258,37.80477,-122.403234,37.799953,-122.398525
5th St at Folsom St,Embarcadero at Vallejo,2,37.780148,-122.403158,37.799953,-122.398525
Commercial at Montgomery,Embarcadero at Vallejo,18,37.794231,-122.402923,37.799953,-122.398525
Townsend at 7th,Embarcadero at Vallejo,47,37.771058,-122.402717,37.799953,-122.398525
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Vallejo,27,37.784878,-122.401014,37.799953,-122.398525
Broadway St at Battery St,Embarcadero at Vallejo,45,37.798541,-122.400862,37.799953,-122.398525
Market at Sansome,Embarcadero at Vallejo,93,37.789625,-122.400811,37.799953,-122.398525
Clay at Battery,Embarcadero at Vallejo,55,37.795001,-122.39997,37.799953,-122.398525
Mechanics Plaza (Market at Battery),Embarcadero at Vallejo,38,37.7913,-122.399051,37.799953,-122.398525
Embarcadero at Vallejo,Embarcadero at Vallejo,220,37.799953,-122.398525,37.799953,-122.398525
Davis at Jackson,Embarcadero at Vallejo,86,37.79728,-122.398436,37.799953,-122.398525
Howard at 2nd,Embarcadero at Vallejo,45,37.786978,-122.398108,37.799953,-122.398525
Beale at Market,Embarcadero at Vallejo,201,37.792251,-122.397086,37.799953,-122.398525
2nd at Folsom,Embarcadero at Vallejo,44,37.785299,-122.396236,37.799953,-122.398525
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Vallejo,230,37.7766,-122.39547,37.799953,-122.398525
San Francisco Caltrain (Townsend at 4th),Embarcadero at Vallejo,506,37.776617,-122.39526,37.799953,-122.398525
Temporary Transbay Terminal (Howard at Beale),Embarcadero at Vallejo,614,37.789756,-122.394643,37.799953,-122.398525
Steuart at Market,Embarcadero at Vallejo,449,37.794139,-122.394434,37.799953,-122.398525
Harry Bridges Plaza (Ferry Building),Embarcadero at Vallejo,547,37.795392,-122.394203,37.799953,-122.398525
2nd at South Park,Embarcadero at Vallejo,191,37.782259,-122.392738,37.799953,-122.398525
Embarcadero at Folsom,Embarcadero at Vallejo,194,37.791464,-122.391034,37.799953,-122.398525
Spear at Folsom,Embarcadero at Vallejo,62,37.790302,-122.390637,37.799953,-122.398525
2nd at Townsend,Embarcadero at Vallejo,264,37.780526,-122.390288,37.799953,-122.398525
Embarcadero at Bryant,Embarcadero at Vallejo,680,37.787152,-122.388013,37.799953,-122.398525
South Van Ness at Market,Davis at Jackson,42,37.774814,-122.418954,37.79728,-122.398436
Golden Gate at Polk,Davis at Jackson,8,37.781332,-122.418603,37.79728,-122.398436
San Francisco City Hall,Davis at Jackson,24,37.77865,-122.418235,37.79728,-122.398436
Market at 10th,Davis at Jackson,93,37.776619,-122.417385,37.79728,-122.398436
Civic Center BART (7th at Market),Davis at Jackson,47,37.781039,-122.411748,37.79728,-122.398436
Powell at Post (Union Square),Davis at Jackson,131,37.788446,-122.408499,37.79728,-122.398436
Powell Street BART,Davis at Jackson,29,37.783871,-122.408433,37.79728,-122.398436
Grant Avenue at Columbus Avenue,Davis at Jackson,132,37.7979,-122.405942,37.79728,-122.398436
5th at Howard,Davis at Jackson,12,37.781752,-122.405127,37.79728,-122.398436
Market at 4th,Davis at Jackson,223,37.786305,-122.404966,37.79728,-122.398436
Washington at Kearny,Davis at Jackson,66,37.795425,-122.404767,37.79728,-122.398436
Post at Kearny,Davis at Jackson,112,37.788975,-122.403452,37.79728,-122.398436
Embarcadero at Sansome,Davis at Jackson,367,37.80477,-122.403234,37.79728,-122.398436
5th St at Folsom St,Davis at Jackson,1,37.780148,-122.403158,37.79728,-122.398436
Commercial at Montgomery,Davis at Jackson,220,37.794231,-122.402923,37.79728,-122.398436
Townsend at 7th,Davis at Jackson,60,37.771058,-122.402717,37.79728,-122.398436
Yerba Buena Center of the Arts (3rd @ Howard),Davis at Jackson,14,37.784878,-122.401014,37.79728,-122.398436
Broadway St at Battery St,Davis at Jackson,181,37.798541,-122.400862,37.79728,-122.398436
Market at Sansome,Davis at Jackson,315,37.789625,-122.400811,37.79728,-122.398436
Clay at Battery,Davis at Jackson,46,37.795001,-122.39997,37.79728,-122.398436
Mechanics Plaza (Market at Battery),Davis at Jackson,119,37.7913,-122.399051,37.79728,-122.398436
Embarcadero at Vallejo,Davis at Jackson,66,37.799953,-122.398525,37.79728,-122.398436
Davis at Jackson,Davis at Jackson,305,37.79728,-122.398436,37.79728,-122.398436
Howard at 2nd,Davis at Jackson,20,37.786978,-122.398108,37.79728,-122.398436
Beale at Market,Davis at Jackson,153,37.792251,-122.397086,37.79728,-122.398436
2nd at Folsom,Davis at Jackson,58,37.785299,-122.396236,37.79728,-122.398436
San Francisco Caltrain 2 (330 Townsend),Davis at Jackson,639,37.7766,-122.39547,37.79728,-122.398436
San Francisco Caltrain (Townsend at 4th),Davis at Jackson,987,37.776617,-122.39526,37.79728,-122.398436
Temporary Transbay Terminal (Howard at Beale),Davis at Jackson,141,37.789756,-122.394643,37.79728,-122.398436
Steuart at Market,Davis at Jackson,95,37.794139,-122.394434,37.79728,-122.398436
Harry Bridges Plaza (Ferry Building),Davis at Jackson,145,37.795392,-122.394203,37.79728,-122.398436
2nd at South Park,Davis at Jackson,99,37.782259,-122.392738,37.79728,-122.398436
Embarcadero at Folsom,Davis at Jackson,140,37.791464,-122.391034,37.79728,-122.398436
Spear at Folsom,Davis at Jackson,183,37.790302,-122.390637,37.79728,-122.398436
2nd at Townsend,Davis at Jackson,453,37.780526,-122.390288,37.79728,-122.398436
Embarcadero at Bryant,Davis at Jackson,104,37.787152,-122.388013,37.79728,-122.398436
South Van Ness at Market,Howard at 2nd,39,37.774814,-122.418954,37.786978,-122.398108
Golden Gate at Polk,Howard at 2nd,19,37.781332,-122.418603,37.786978,-122.398108
San Francisco City Hall,Howard at 2nd,37,37.77865,-122.418235,37.786978,-122.398108
Market at 10th,Howard at 2nd,187,37.776619,-122.417385,37.786978,-122.398108
Civic Center BART (7th at Market),Howard at 2nd,30,37.781039,-122.411748,37.786978,-122.398108
Powell at Post (Union Square),Howard at 2nd,314,37.788446,-122.408499,37.786978,-122.398108
Powell Street BART,Howard at 2nd,40,37.783871,-122.408433,37.786978,-122.398108
Grant Avenue at Columbus Avenue,Howard at 2nd,114,37.7979,-122.405942,37.786978,-122.398108
5th at Howard,Howard at 2nd,247,37.781752,-122.405127,37.786978,-122.398108
Market at 4th,Howard at 2nd,78,37.786305,-122.404966,37.786978,-122.398108
Washington at Kearny,Howard at 2nd,35,37.795425,-122.404767,37.786978,-122.398108
Post at Kearny,Howard at 2nd,186,37.788975,-122.403452,37.786978,-122.398108
Embarcadero at Sansome,Howard at 2nd,97,37.80477,-122.403234,37.786978,-122.398108
5th St at Folsom St,Howard at 2nd,1,37.780148,-122.403158,37.786978,-122.398108
Commercial at Montgomery,Howard at 2nd,89,37.794231,-122.402923,37.786978,-122.398108
Townsend at 7th,Howard at 2nd,526,37.771058,-122.402717,37.786978,-122.398108
Yerba Buena Center of the Arts (3rd @ Howard),Howard at 2nd,30,37.784878,-122.401014,37.786978,-122.398108
Broadway St at Battery St,Howard at 2nd,34,37.798541,-122.400862,37.786978,-122.398108
Market at Sansome,Howard at 2nd,186,37.789625,-122.400811,37.786978,-122.398108
Clay at Battery,Howard at 2nd,38,37.795001,-122.39997,37.786978,-122.398108
Mechanics Plaza (Market at Battery),Howard at 2nd,70,37.7913,-122.399051,37.786978,-122.398108
Embarcadero at Vallejo,Howard at 2nd,43,37.799953,-122.398525,37.786978,-122.398108
Davis at Jackson,Howard at 2nd,39,37.79728,-122.398436,37.786978,-122.398108
Howard at 2nd,Howard at 2nd,72,37.786978,-122.398108,37.786978,-122.398108
Beale at Market,Howard at 2nd,49,37.792251,-122.397086,37.786978,-122.398108
2nd at Folsom,Howard at 2nd,103,37.785299,-122.396236,37.786978,-122.398108
San Francisco Caltrain 2 (330 Townsend),Howard at 2nd,1312,37.7766,-122.39547,37.786978,-122.398108
San Francisco Caltrain (Townsend at 4th),Howard at 2nd,1300,37.776617,-122.39526,37.786978,-122.398108
Temporary Transbay Terminal (Howard at Beale),Howard at 2nd,276,37.789756,-122.394643,37.786978,-122.398108
Steuart at Market,Howard at 2nd,280,37.794139,-122.394434,37.786978,-122.398108
Harry Bridges Plaza (Ferry Building),Howard at 2nd,449,37.795392,-122.394203,37.786978,-122.398108
2nd at South Park,Howard at 2nd,396,37.782259,-122.392738,37.786978,-122.398108
Embarcadero at Folsom,Howard at 2nd,111,37.791464,-122.391034,37.786978,-122.398108
Spear at Folsom,Howard at 2nd,133,37.790302,-122.390637,37.786978,-122.398108
2nd at Townsend,Howard at 2nd,581,37.780526,-122.390288,37.786978,-122.398108
Embarcadero at Bryant,Howard at 2nd,65,37.787152,-122.388013,37.786978,-122.398108
South Van Ness at Market,Beale at Market,162,37.774814,-122.418954,37.792251,-122.397086
Golden Gate at Polk,Beale at Market,202,37.781332,-122.418603,37.792251,-122.397086
San Francisco City Hall,Beale at Market,32,37.77865,-122.418235,37.792251,-122.397086
Market at 10th,Beale at Market,191,37.776619,-122.417385,37.792251,-122.397086
Civic Center BART (7th at Market),Beale at Market,89,37.781039,-122.411748,37.792251,-122.397086
Powell at Post (Union Square),Beale at Market,170,37.788446,-122.408499,37.792251,-122.397086
Powell Street BART,Beale at Market,168,37.783871,-122.408433,37.792251,-122.397086
