start_station,end_station,count,start_lat,start_lon,end_lat,end_lon
Townsend at 7th,Grant Avenue at Columbus Avenue,35,37.771058,-122.402717,37.7979,-122.405942
Yerba Buena Center of the Arts (3rd @ Howard),Grant Avenue at Columbus Avenue,109,37.784878,-122.401014,37.7979,-122.405942
Broadway St at Battery St,Grant Avenue at Columbus Avenue,42,37.798541,-122.400862,37.7979,-122.405942
Market at Sansome,Grant Avenue at Columbus Avenue,297,37.789625,-122.400811,37.7979,-122.405942
Clay at Battery,Grant Avenue at Columbus Avenue,308,37.795001,-122.39997,37.7979,-122.405942
Mechanics Plaza (Market at Battery),Grant Avenue at Columbus Avenue,65,37.7913,-122.399051,37.7979,-122.405942
Embarcadero at Vallejo,Grant Avenue at Columbus Avenue,55,37.799953,-122.398525,37.7979,-122.405942
Davis at Jackson,Grant Avenue at Columbus Avenue,70,37.79728,-122.398436,37.7979,-122.405942
Howard at 2nd,Grant Avenue at Columbus Avenue,57,37.786978,-122.398108,37.7979,-122.405942
Beale at Market,Grant Avenue at Columbus Avenue,124,37.792251,-122.397086,37.7979,-122.405942
2nd at Folsom,Grant Avenue at Columbus Avenue,66,37.785299,-122.396236,37.7979,-122.405942
San Francisco Caltrain 2 (330 Townsend),Grant Avenue at Columbus Avenue,53,37.7766,-122.39547,37.7979,-122.405942
San Francisco Caltrain (Townsend at 4th),Grant Avenue at Columbus Avenue,122,37.776617,-122.39526,37.7979,-122.405942
Temporary Transbay Terminal (Howard at Beale),Grant Avenue at Columbus Avenue,197,37.789756,-122.394643,37.7979,-122.405942
Steuart at Market,Grant Avenue at Columbus Avenue,150,37.794139,-122.394434,37.7979,-122.405942
Harry Bridges Plaza (Ferry Building),Grant Avenue at Columbus Avenue,219,37.795392,-122.394203,37.7979,-122.405942
2nd at South Park,Grant Avenue at Columbus Avenue,140,37.782259,-122.392738,37.7979,-122.405942
Embarcadero at Folsom,Grant Avenue at Columbus Avenue,114,37.791464,-122.391034,37.7979,-122.405942
Spear at Folsom,Grant Avenue at Columbus Avenue,66,37.790302,-122.390637,37.7979,-122.405942
2nd at Townsend,Grant Avenue at Columbus Avenue,94,37.780526,-122.390288,37.7979,-122.405942
Embarcadero at Bryant,Grant Avenue at Columbus Avenue,42,37.787152,-122.388013,37.7979,-122.405942
South Van Ness at Market,5th at Howard,45,37.774814,-122.418954,37.781752,-122.405127
Golden Gate at Polk,5th at Howard,151,37.781332,-122.418603,37.781752,-122.405127
San Francisco City Hall,5th at Howard,40,37.77865,-122.418235,37.781752,-122.405127
Market at 10th,5th at Howard,263,37.776619,-122.417385,37.781752,-122.405127
Civic Center BART (7th at Market),5th at Howard,138,37.781039,-122.411748,37.781752,-122.405127
Powell at Post (Union Square),5th at Howard,112,37.788446,-122.408499,37.781752,-122.405127
Powell Street BART,5th at Howard,220,37.783871,-122.408433,37.781752,-122.405127
Grant Avenue at Columbus Avenue,5th at Howard,36,37.7979,-122.405942,37.781752,-122.405127
5th at Howard,5th at Howard,71,37.781752,-122.405127,37.781752,-122.405127
Market at 4th,5th at Howard,289,37.786305,-122.404966,37.781752,-122.405127
Washington at Kearny,5th at Howard,116,37.795425,-122.404767,37.781752,-122.405127
Post at Kearny,5th at Howard,109,37.788975,-122.403452,37.781752,-122.405127
Embarcadero at Sansome,5th at Howard,68,37.80477,-122.403234,37.781752,-122.405127
5th St at Folsom St,5th at Howard,8,37.780148,-122.403158,37.781752,-122.405127
Commercial at Montgomery,5th at Howard,63,37.794231,-122.402923,37.781752,-122.405127
Townsend at 7th,5th at Howard,125,37.771058,-122.402717,37.781752,-122.405127
Yerba Buena Center of the Arts (3rd @ Howard),5th at Howard,197,37.784878,-122.401014,37.781752,-122.405127
Broadway St at Battery St,5th at Howard,21,37.798541,-122.400862,37.781752,-122.405127
Market at Sansome,5th at Howard,105,37.789625,-122.400811,37.781752,-122.405127
Clay at Battery,5th at Howard,50,37.795001,-122.39997,37.781752,-122.405127
Mechanics Plaza (Market at Battery),5th at Howard,79,37.7913,-122.399051,37.781752,-122.405127
Embarcadero at Vallejo,5th at Howard,34,37.799953,-122.398525,37.781752,-122.405127
Davis at Jackson,5th at Howard,11,37.79728,-122.398436,37.781752,-122.405127
Howard at 2nd,5th at Howard,266,37.786978,-122.398108,37.781752,-122.405127
Beale at Market,5th at Howard,80,37.792251,-122.397086,37.781752,-122.405127
2nd at Folsom,5th at Howard,140,37.785299,-122.396236,37.781752,-122.405127
San Francisco Caltrain 2 (330 Townsend),5th at Howard,1428,37.7766,-122.39547,37.781752,-122.405127
San Francisco Caltrain (Townsend at 4th),5th at Howard,607,37.776617,-122.39526,37.781752,-122.405127
Temporary Transbay Terminal (Howard at Beale),5th at Howard,712,37.789756,-122.394643,37.781752,-122.405127
Steuart at Market,5th at Howard,148,37.794139,-122.394434,37.781752,-122.405127
Harry Bridges Plaza (Ferry Building),5th at Howard,225,37.795392,-122.394203,37.781752,-122.405127
2nd at South Park,5th at Howard,64,37.782259,-122.392738,37.781752,-122.405127
Embarcadero at Folsom,5th at Howard,86,37.791464,-122.391034,37.781752,-122.405127
Spear at Folsom,5th at Howard,76,37.790302,-122.390637,37.781752,-122.405127
2nd at Townsend,5th at Howard,110,37.780526,-122.390288,37.781752,-122.405127
Embarcadero at Bryant,5th at Howard,19,37.787152,-122.388013,37.781752,-122.405127
Mountain View City Hall,5th at Howard,1,37.389218,-122.081896,37.781752,-122.405127
South Van Ness at Market,Market at 4th,354,37.774814,-122.418954,37.786305,-122.404966
Golden Gate at Polk,Market at 4th,99,37.781332,-122.418603,37.786305,-122.404966
San Francisco City Hall,Market at 4th,128,37.77865,-122.418235,37.786305,-122.404966
Market at 10th,Market at 4th,606,37.776619,-122.417385,37.786305,-122.404966
Civic Center BART (7th at Market),Market at 4th,322,37.781039,-122.411748,37.786305,-122.404966
Cyril Magnin St at Ellis St,Market at 4th,2,37.785908,-122.408891,37.786305,-122.404966
Powell at Post (Union Square),Market at 4th,65,37.788446,-122.408499,37.786305,-122.404966
Powell Street BART,Market at 4th,109,37.783871,-122.408433,37.786305,-122.404966
Grant Avenue at Columbus Avenue,Market at 4th,340,37.7979,-122.405942,37.786305,-122.404966
5th at Howard,Market at 4th,299,37.781752,-122.405127,37.786305,-122.404966
Market at 4th,Market at 4th,220,37.786305,-122.404966,37.786305,-122.404966
Washington at Kearny,Market at 4th,141,37.795425,-122.404767,37.786305,-122.404966
Post at Kearny,Market at 4th,35,37.788975,-122.403452,37.786305,-122.404966
Embarcadero at Sansome,Market at 4th,302,37.80477,-122.403234,37.786305,-122.404966
5th St at Folsom St,Market at 4th,20,37.780148,-122.403158,37.786305,-122.404966
Commercial at Montgomery,Market at 4th,105,37.794231,-122.402923,37.786305,-122.404966
Townsend at 7th,Market at 4th,137,37.771058,-122.402717,37.786305,-122.404966
Yerba Buena Center of the Arts (3rd @ Howard),Market at 4th,34,37.784878,-122.401014,37.786305,-122.404966
Broadway St at Battery St,Market at 4th,148,37.798541,-122.400862,37.786305,-122.404966
Market at Sansome,Market at 4th,188,37.789625,-122.400811,37.786305,-122.404966
Clay at Battery,Market at 4th,103,37.795001,-122.39997,37.786305,-122.404966
Mechanics Plaza (Market at Battery),Market at 4th,238,37.7913,-122.399051,37.786305,-122.404966
Embarcadero at Vallejo,Market at 4th,94,37.799953,-122.398525,37.786305,-122.404966
Davis at Jackson,Market at 4th,214,37.79728,-122.398436,37.786305,-122.404966
Howard at 2nd,Market at 4th,198,37.786978,-122.398108,37.786305,-122.404966
Beale at Market,Market at 4th,149,37.792251,-122.397086,37.786305,-122.404966
2nd at Folsom,Market at 4th,96,37.785299,-122.396236,37.786305,-122.404966
San Francisco Caltrain 2 (330 Townsend),Market at 4th,341,37.7766,-122.39547,37.786305,-122.404966
San Francisco Caltrain (Townsend at 4th),Market at 4th,292,37.776617,-122.39526,37.786305,-122.404966
Temporary Transbay Terminal (Howard at Beale),Market at 4th,389,37.789756,-122.394643,37.786305,-122.404966
Steuart at Market,Market at 4th,174,37.794139,-122.394434,37.786305,-122.404966
Harry Bridges Plaza (Ferry Building),Market at 4th,280,37.795392,-122.394203,37.786305,-122.404966
2nd at South Park,Market at 4th,176,37.782259,-122.392738,37.786305,-122.404966
Embarcadero at Folsom,Market at 4th,69,37.791464,-122.391034,37.786305,-122.404966
Spear at Folsom,Market at 4th,74,37.790302,-122.390637,37.786305,-122.404966
2nd at Townsend,Market at 4th,195,37.780526,-122.390288,37.786305,-122.404966
Embarcadero at Bryant,Market at 4th,111,37.787152,-122.388013,37.786305,-122.404966
South Van Ness at Market,Washington at Kearny,44,37.774814,-122.418954,37.795425,-122.404767
Golden Gate at Polk,Washington at Kearny,32,37.781332,-122.418603,37.795425,-122.404767
San Francisco City Hall,Washington at Kearny,44,37.77865,-122.418235,37.795425,-122.404767
Market at 10th,Washington at Kearny,165,37.776619,-122.417385,37.795425,-122.404767
Civic Center BART (7th at Market),Washington at Kearny,111,37.781039,-122.411748,37.795425,-122.404767
Powell at Post (Union Square),Washington at Kearny,75,37.788446,-122.408499,37.795425,-122.404767
Powell Street BART,Washington at Kearny,163,37.783871,-122.408433,37.795425,-122.404767
Grant Avenue at Columbus Avenue,Washington at Kearny,43,37.7979,-122.405942,37.795425,-122.404767
5th at Howard,Washington at Kearny,68,37.781752,-122.405127,37.795425,-122.404767
Market at 4th,Washington at Kearny,142,37.786305,-122.404966,37.795425,-122.404767
Washington at Kearny,Washington at Kearny,84,37.795425,-122.404767,37.795425,-122.404767
Post at Kearny,Washington at Kearny,251,37.788975,-122.403452,37.795425,-122.404767
Embarcadero at Sansome,Washington at Kearny,226,37.80477,-122.403234,37.795425,-122.404767
5th St at Folsom St,Washington at Kearny,1,37.780148,-122.403158,37.795425,-122.404767
Commercial at Montgomery,Washington at Kearny,7,37.794231,-122.402923,37.795425,-122.404767
Townsend at 7th,Washington at Kearny,64,37.771058,-122.402717,37.795425,-122.404767
Yerba Buena Center of the Arts (3rd @ Howard),Washington at Kearny,59,37.784878,-122.401014,37.795425,-122.404767
Broadway St at Battery St,Washington at Kearny,16,37.798541,-122.400862,37.795425,-122.404767
Market at Sansome,Washington at Kearny,98,37.789625,-122.400811,37.795425,-122.404767
Clay at Battery,Washington at Kearny,43,37.795001,-122.39997,37.795425,-122.404767
Mechanics Plaza (Market at Battery),Washington at Kearny,143,37.7913,-122.399051,37.795425,-122.404767
Embarcadero at Vallejo,Washington at Kearny,41,37.799953,-122.398525,37.795425,-122.404767
Davis at Jackson,Washington at Kearny,72,37.79728,-122.398436,37.795425,-122.404767
Howard at 2nd,Washington at Kearny,50,37.786978,-122.398108,37.795425,-122.404767
Beale at Market,Washington at Kearny,36,37.792251,-122.397086,37.795425,-122.404767
2nd at Folsom,Washington at Kearny,68,37.785299,-122.396236,37.795425,-122.404767
San Francisco Caltrain 2 (330 Townsend),Washington at Kearny,175,37.7766,-122.39547,37.795425,-122.404767
San Francisco Caltrain (Townsend at 4th),Washington at Kearny,132,37.776617,-122.39526,37.795425,-122.404767
Temporary Transbay Terminal (Howard at Beale),Washington at Kearny,73,37.789756,-122.394643,37.795425,-122.404767
Steuart at Market,Washington at Kearny,105,37.794139,-122.394434,37.795425,-122.404767
Harry Bridges Plaza (Ferry Building),Washington at Kearny,115,37.795392,-122.394203,37.795425,-122.404767
2nd at South Park,Washington at Kearny,140,37.782259,-122.392738,37.795425,-122.404767
Embarcadero at Folsom,Washington at Kearny,153,37.791464,-122.391034,37.795425,-122.404767
Spear at Folsom,Washington at Kearny,59,37.790302,-122.390637,37.795425,-122.404767
2nd at Townsend,Washington at Kearny,51,37.780526,-122.390288,37.795425,-122.404767
Embarcadero at Bryant,Washington at Kearny,44,37.787152,-122.388013,37.795425,-122.404767
South Van Ness at Market,Post at Kearny,298,37.774814,-122.418954,37.788975,-122.403452
Golden Gate at Polk,Post at Kearny,81,37.781332,-122.418603,37.788975,-122.403452
San Francisco City Hall,Post at Kearny,59,37.77865,-122.418235,37.788975,-122.403452
Market at 10th,Post at Kearny,374,37.776619,-122.417385,37.788975,-122.403452
Civic Center BART (7th at Market),Post at Kearny,92,37.781039,-122.411748,37.788975,-122.403452
Cyril Magnin St at Ellis St,Post at Kearny,2,37.785908,-122.408891,37.788975,-122.403452
Powell at Post (Union Square),Post at Kearny,137,37.788446,-122.408499,37.788975,-122.403452
Powell Street BART,Post at Kearny,73,37.783871,-122.408433,37.788975,-122.403452
Grant Avenue at Columbus Avenue,Post at Kearny,119,37.7979,-122.405942,37.788975,-122.403452
5th at Howard,Post at Kearny,223,37.781752,-122.405127,37.788975,-122.403452
Market at 4th,Post at Kearny,42,37.786305,-122.404966,37.788975,-122.403452
Washington at Kearny,Post at Kearny,81,37.795425,-122.404767,37.788975,-122.403452
Post at Kearny,Post at Kearny,78,37.788975,-122.403452,37.788975,-122.403452
Embarcadero at Sansome,Post at Kearny,107,37.80477,-122.403234,37.788975,-122.403452
5th St at Folsom St,Post at Kearny,9,37.780148,-122.403158,37.788975,-122.403452
Commercial at Montgomery,Post at Kearny,102,37.794231,-122.402923,37.788975,-122.403452
Townsend at 7th,Post at Kearny,82,37.771058,-122.402717,37.788975,-122.403452
Yerba Buena Center of the Arts (3rd @ Howard),Post at Kearny,44,37.784878,-122.401014,37.788975,-122.403452
Broadway St at Battery St,Post at Kearny,54,37.798541,-122.400862,37.788975,-122.403452
Market at Sansome,Post at Kearny,18,37.789625,-122.400811,37.788975,-122.403452
Clay at Battery,Post at Kearny,61,37.795001,-122.39997,37.788975,-122.403452
Mechanics Plaza (Market at Battery),Post at Kearny,88,37.7913,-122.399051,37.788975,-122.403452
Embarcadero at Vallejo,Post at Kearny,30,37.799953,-122.398525,37.788975,-122.403452
Davis at Jackson,Post at Kearny,105,37.79728,-122.398436,37.788975,-122.403452
Howard at 2nd,Post at Kearny,103,37.786978,-122.398108,37.788975,-122.403452
Beale at Market,Post at Kearny,88,37.792251,-122.397086,37.788975,-122.403452
2nd at Folsom,Post at Kearny,44,37.785299,-122.396236,37.788975,-122.403452
San Francisco Caltrain 2 (330 Townsend),Post at Kearny,370,37.7766,-122.39547,37.788975,-122.403452
San Francisco Caltrain (Townsend at 4th),Post at Kearny,455,37.776617,-122.39526,37.788975,-122.403452
Temporary Transbay Terminal (Howard at Beale),Post at Kearny,71,37.789756,-122.394643,37.788975,-122.403452
Steuart at Market,Post at Kearny,122,37.794139,-122.394434,37.788975,-122.403452
Harry Bridges Plaza (Ferry Building),Post at Kearny,186,37.795392,-122.394203,37.788975,-122.403452
2nd at South Park,Post at Kearny,244,37.782259,-122.392738,37.788975,-122.403452
Embarcadero at Folsom,Post at Kearny,37,37.791464,-122.391034,37.788975,-122.403452
Spear at Folsom,Post at Kearny,30,37.790302,-122.390637,37.788975,-122.403452
2nd at Townsend,Post at Kearny,101,37.780526,-122.390288,37.788975,-122.403452
Embarcadero at Bryant,Post at Kearny,32,37.787152,-122.388013,37.788975,-122.403452
South Van Ness at Market,Embarcadero at Sansome,255,37.774814,-122.418954,37.80477,-122.403234
Golden Gate at Polk,Embarcadero at Sansome,117,37.781332,-122.418603,37.80477,-122.403234
San Francisco City Hall,Embarcadero at Sansome,111,37.77865,-122.418235,37.80477,-122.403234
Market at 10th,Embarcadero at Sansome,157,37.776619,-122.417385,37.80477,-122.403234
Civic Center BART (7th at Market),Embarcadero at Sansome,142,37.781039,-122.411748,37.80477,-122.403234
Cyril Magnin St at Ellis St,Embarcadero at Sansome,3,37.785908,-122.408891,37.80477,-122.403234
Powell at Post (Union Square),Embarcadero at Sansome,236,37.788446,-122.408499,37.80477,-122.403234
Powell Street BART,Embarcadero at Sansome,190,37.783871,-122.408433,37.80477,-122.403234
Grant Avenue at Columbus Avenue,Embarcadero at Sansome,216,37.7979,-122.405942,37.80477,-122.403234
5th at Howard,Embarcadero at Sansome,67,37.781752,-122.405127,37.80477,-122.403234
Market at 4th,Embarcadero at Sansome,371,37.786305,-122.404966,37.80477,-122.403234
Washington at Kearny,Embarcadero at Sansome,232,37.795425,-122.404767,37.80477,-122.403234
Post at Kearny,Embarcadero at Sansome,131,37.788975,-122.403452,37.80477,-122.403234
Embarcadero at Sansome,Embarcadero at Sansome,774,37.80477,-122.403234,37.80477,-122.403234
5th St at Folsom St,Embarcadero at Sansome,1,37.780148,-122.403158,37.80477,-122.403234
Commercial at Montgomery,Embarcadero at Sansome,142,37.794231,-122.402923,37.80477,-122.403234
Townsend at 7th,Embarcadero at Sansome,81,37.771058,-122.402717,37.80477,-122.403234
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Sansome,99,37.784878,-122.401014,37.80477,-122.403234
Broadway St at Battery St,Embarcadero at Sansome,185,37.798541,-122.400862,37.80477,-122.403234
Market at Sansome,Embarcadero at Sansome,483,37.789625,-122.400811,37.80477,-122.403234
Clay at Battery,Embarcadero at Sansome,361,37.795001,-122.39997,37.80477,-122.403234
Mechanics Plaza (Market at Battery),Embarcadero at Sansome,282,37.7913,-122.399051,37.80477,-122.403234
Embarcadero at Vallejo,Embarcadero at Sansome,456,37.799953,-122.398525,37.80477,-122.403234
Davis at Jackson,Embarcadero at Sansome,483,37.79728,-122.398436,37.80477,-122.403234
Howard at 2nd,Embarcadero at Sansome,98,37.786978,-122.398108,37.80477,-122.403234
Beale at Market,Embarcadero at Sansome,607,37.792251,-122.397086,37.80477,-122.403234
2nd at Folsom,Embarcadero at Sansome,65,37.785299,-122.396236,37.80477,-122.403234
San Francisco Caltrain 2 (330 Townsend),Embarcadero at Sansome,452,37.7766,-122.39547,37.80477,-122.403234
San Francisco Caltrain (Townsend at 4th),Embarcadero at Sansome,823,37.776617,-122.39526,37.80477,-122.403234
Temporary Transbay Terminal (Howard at Beale),Embarcadero at Sansome,492,37.789756,-122.394643,37.80477,-122.403234
Steuart at Market,Embarcadero at Sansome,1994,37.794139,-122.394434,37.80477,-122.403234
Harry Bridges Plaza (Ferry Building),Embarcadero at Sansome,2986,37.795392,-122.394203,37.80477,-122.403234
2nd at South Park,Embarcadero at Sansome,136,37.782259,-122.392738,37.80477,-122.403234
Embarcadero at Folsom,Embarcadero at Sansome,652,37.791464,-122.391034,37.80477,-122.403234
Spear at Folsom,Embarcadero at Sansome,203,37.790302,-122.390637,37.80477,-122.403234
2nd at Townsend,Embarcadero at Sansome,385,37.780526,-122.390288,37.80477,-122.403234
Embarcadero at Bryant,Embarcadero at Sansome,932,37.787152,-122.388013,37.80477,-122.403234
San Antonio Shopping Center,Embarcadero at Sansome,1,37.400443,-122.108338,37.80477,-122.403234
South Van Ness at Market,5th St at Folsom St,2,37.774814,-122.418954,37.780148,-122.403158
Golden Gate at Polk,5th St at Folsom St,13,37.781332,-122.418603,37.780148,-122.403158
San Francisco City Hall,5th St at Folsom St,4,37.77865,-122.418235,37.780148,-122.403158
Market at 10th,5th St at Folsom St,2,37.776619,-122.417385,37.780148,-122.403158
Civic Center BART (7th at Market),5th St at Folsom St,9,37.781039,-122.411748,37.780148,-122.403158
Powell at Post (Union Square),5th St at Folsom St,3,37.788446,-122.408499,37.780148,-122.403158
Powell Street BART,5th St at Folsom St,21,37.783871,-122.408433,37.780148,-122.403158
Market at 4th,5th St at Folsom St,20,37.786305,-122.404966,37.780148,-122.403158
5th St at Folsom St,5th St at Folsom St,2,37.780148,-122.403158,37.780148,-122.403158
Townsend at 7th,5th St at Folsom St,3,37.771058,-122.402717,37.780148,-122.403158
Yerba Buena Center of the Arts (3rd @ Howard),5th St at Folsom St,2,37.784878,-122.401014,37.780148,-122.403158
Market at Sansome,5th St at Folsom St,2,37.789625,-122.400811,37.780148,-122.403158
Mechanics Plaza (Market at Battery),5th St at Folsom St,14,37.7913,-122.399051,37.780148,-122.403158
Howard at 2nd,5th St at Folsom St,1,37.786978,-122.398108,37.780148,-122.403158
Beale at Market,5th St at Folsom St,3,37.792251,-122.397086,37.780148,-122.403158
San Francisco Caltrain 2 (330 Townsend),5th St at Folsom St,16,37.7766,-122.39547,37.780148,-122.403158
San Francisco Caltrain (Townsend at 4th),5th St at Folsom St,18,37.776617,-122.39526,37.780148,-122.403158
Temporary Transbay Terminal (Howard at Beale),5th St at Folsom St,1,37.789756,-122.394643,37.780148,-122.403158
Steuart at Market,5th St at Folsom St,3,37.794139,-122.394434,37.780148,-122.403158
Harry Bridges Plaza (Ferry Building),5th St at Folsom St,2,37.795392,-122.394203,37.780148,-122.403158
2nd at Townsend,5th St at Folsom St,8,37.780526,-122.390288,37.780148,-122.403158
Embarcadero at Bryant,5th St at Folsom St,2,37.787152,-122.388013,37.780148,-122.403158
South Van Ness at Market,Commercial at Montgomery,65,37.774814,-122.418954,37.794231,-122.402923
Golden Gate at Polk,Commercial at Montgomery,23,37.781332,-122.418603,37.794231,-122.402923
San Francisco City Hall,Commercial at Montgomery,55,37.77865,-122.418235,37.794231,-122.402923
Market at 10th,Commercial at Montgomery,122,37.776619,-122.417385,37.794231,-122.402923
Civic Center BART (7th at Market),Commercial at Montgomery,37,37.781039,-122.411748,37.794231,-122.402923
Cyril Magnin St at Ellis St,Commercial at Montgomery,1,37.785908,-122.408891,37.794231,-122.402923
Powell at Post (Union Square),Commercial at Montgomery,114,37.788446,-122.408499,37.794231,-122.402923
Powell Street BART,Commercial at Montgomery,50,37.783871,-122.408433,37.794231,-122.402923
Grant Avenue at Columbus Avenue,Commercial at Montgomery,331,37.7979,-122.405942,37.794231,-122.402923
5th at Howard,Commercial at Montgomery,19,37.781752,-122.405127,37.794231,-122.402923
Market at 4th,Commercial at Montgomery,94,37.786305,-122.404966,37.794231,-122.402923
Washington at Kearny,Commercial at Montgomery,23,37.795425,-122.404767,37.794231,-122.402923
Post at Kearny,Commercial at Montgomery,167,37.788975,-122.403452,37.794231,-122.402923
Embarcadero at Sansome,Commercial at Montgomery,115,37.80477,-122.403234,37.794231,-122.402923
5th St at Folsom St,Commercial at Montgomery,1,37.780148,-122.403158,37.794231,-122.402923
Commercial at Montgomery,Commercial at Montgomery,50,37.794231,-122.402923,37.794231,-122.402923
Townsend at 7th,Commercial at Montgomery,55,37.771058,-122.402717,37.794231,-122.402923
Yerba Buena Center of the Arts (3rd @ Howard),Commercial at Montgomery,207,37.784878,-122.401014,37.794231,-122.402923
Broadway St at Battery St,Commercial at Montgomery,76,37.798541,-122.400862,37.794231,-122.402923
Market at Sansome,Commercial at Montgomery,179,37.789625,-122.400811,37.794231,-122.402923
Clay at Battery,Commercial at Montgomery,17,37.795001,-122.39997,37.794231,-122.402923
Mechanics Plaza (Market at Battery),Commercial at Montgomery,227,37.7913,-122.399051,37.794231,-122.402923
Embarcadero at Vallejo,Commercial at Montgomery,29,37.799953,-122.398525,37.794231,-122.402923
Davis at Jackson,Commercial at Montgomery,154,37.79728,-122.398436,37.794231,-122.402923
Howard at 2nd,Commercial at Montgomery,69,37.786978,-122.398108,37.794231,-122.402923
Beale at Market,Commercial at Montgomery,301,37.792251,-122.397086,37.794231,-122.402923
2nd at Folsom,Commercial at Montgomery,206,37.785299,-122.396236,37.794231,-122.402923
San Francisco Caltrain 2 (330 Townsend),Commercial at Montgomery,295,37.7766,-122.39547,37.794231,-122.402923
San Francisco Caltrain (Townsend at 4th),Commercial at Montgomery,340,37.776617,-122.39526,37.794231,-122.402923
Temporary Transbay Terminal (Howard at Beale),Commercial at Montgomery,513,37.789756,-122.394643,37.794231,-122.402923
Steuart at Market,Commercial at Montgomery,79,37.794139,-122.394434,37.794231,-122.402923
Harry Bridges Plaza (Ferry Building),Commercial at Montgomery,111,37.795392,-122.394203,37.794231,-122.402923
2nd at South Park,Commercial at Montgomery,94,37.782259,-122.392738,37.794231,-122.402923
Embarcadero at Folsom,Commercial at Montgomery,56,37.791464,-122.391034,37.794231,-122.402923
Spear at Folsom,Commercial at Montgomery,360,37.790302,-122.390637,37.794231,-122.402923
2nd at Townsend,Commercial at Montgomery,160,37.780526,-122.390288,37.794231,-122.402923
Embarcadero at Bryant,Commercial at Montgomery,299,37.787152,-122.388013,37.794231,-122.402923
South Van Ness at Market,Townsend at 7th,509,37.774814,-122.418954,37.771058,-122.402717
Golden Gate at Polk,Townsend at 7th,284,37.781332,-122.418603,37.771058,-122.402717
San Francisco City Hall,Townsend at 7th,92,37.77865,-122.418235,37.771058,-122.402717
Market at 10th,Townsend at 7th,475,37.776619,-122.417385,37.771058,-122.402717
Civic Center BART (7th at Market),Townsend at 7th,1026,37.781039,-122.411748,37.771058,-122.402717
Cyril Magnin St at Ellis St,Townsend at 7th,7,37.785908,-122.408891,37.771058,-122.402717
Powell at Post (Union Square),Townsend at 7th,137,37.788446,-122.408499,37.771058,-122.402717
Powell Street BART,Townsend at 7th,472,37.783871,-122.408433,37.771058,-122.402717
Grant Avenue at Columbus Avenue,Townsend at 7th,114,37.7979,-122.405942,37.771058,-122.402717
5th at Howard,Townsend at 7th,199,37.781752,-122.405127,37.771058,-122.402717
Market at 4th,Townsend at 7th,117,37.786305,-122.404966,37.771058,-122.402717
Washington at Kearny,Townsend at 7th,26,37.795425,-122.404767,37.771058,-122.402717
Post at Kearny,Townsend at 7th,103,37.788975,-122.403452,37.771058,-122.402717
Embarcadero at Sansome,Townsend at 7th,72,37.80477,-122.403234,37.771058,-122.402717
5th St at Folsom St,Townsend at 7th,4,37.780148,-122.403158,37.771058,-122.402717
Commercial at Montgomery,Townsend at 7th,64,37.794231,-122.402923,37.771058,-122.402717
Townsend at 7th,Townsend at 7th,170,37.771058,-122.402717,37.771058,-122.402717
Yerba Buena Center of the Arts (3rd @ Howard),Townsend at 7th,260,37.784878,-122.401014,37.771058,-122.402717
Broadway St at Battery St,Townsend at 7th,28,37.798541,-122.400862,37.771058,-122.402717
Market at Sansome,Townsend at 7th,125,37.789625,-122.400811,37.771058,-122.402717
Clay at Battery,Townsend at 7th,26,37.795001,-122.39997,37.771058,-122.402717
Mechanics Plaza (Market at Battery),Townsend at 7th,37,37.7913,-122.399051,37.771058,-122.402717
Embarcadero at Vallejo,Townsend at 7th,66,37.799953,-122.398525,37.771058,-122.402717
Davis at Jackson,Townsend at 7th,31,37.79728,-122.398436,37.771058,-122.402717
Howard at 2nd,Townsend at 7th,465,37.786978,-122.398108,37.771058,-122.402717
Beale at Market,Townsend at 7th,41,37.792251,-122.397086,37.771058,-122.402717
2nd at Folsom,Townsend at 7th,207,37.785299,-122.396236,37.771058,-122.402717
San Francisco Caltrain 2 (330 Townsend),Townsend at 7th,2292,37.7766,-122.39547,37.771058,-122.402717
San Francisco Caltrain (Townsend at 4th),Townsend at 7th,876,37.776617,-122.39526,37.771058,-122.402717
Temporary Transbay Terminal (Howard at Beale),Townsend at 7th,705,37.789756,-122.394643,37.771058,-122.402717
Steuart at Market,Townsend at 7th,523,37.794139,-122.394434,37.771058,-122.402717
Harry Bridges Plaza (Ferry Building),Townsend at 7th,574,37.795392,-122.394203,37.771058,-122.402717
2nd at South Park,Townsend at 7th,246,37.782259,-122.392738,37.771058,-122.402717
Embarcadero at Folsom,Townsend at 7th,206,37.791464,-122.391034,37.771058,-122.402717
Spear at Folsom,Townsend at 7th,170,37.790302,-122.390637,37.771058,-122.402717
2nd at Townsend,Townsend at 7th,861,37.780526,-122.390288,37.771058,-122.402717
Embarcadero at Bryant,Townsend at 7th,298,37.787152,-122.388013,37.771058,-122.402717
South Van Ness at Market,Yerba Buena Center of the Arts (3rd @ Howard),74,37.774814,-122.418954,37.784878,-122.401014
Golden Gate at Polk,Yerba Buena Center of the Arts (3rd @ Howard),112,37.781332,-122.418603,37.784878,-122.401014
San Francisco City Hall,Yerba Buena Center of the Arts (3rd @ Howard),30,37.77865,-122.418235,37.784878,-122.401014
Market at 10th,Yerba Buena Center of the Arts (3rd @ Howard),184,37.776619,-122.417385,37.784878,-122.401014
